LR Clip Loss
0.1 0.2 0.8026419011746744
50.0 4.0 534.3013453776019
5.0 0.1 52.731194273630734
2.0 5.0 21.491592746097435
0.4 10.0 4.811110365649788
1.0 0.2 10.31347714078909
0.08 0.5 0.6451328174049863
0.0005 8.0 0.26805787581868873
0.008 8.0 0.1451168847400324
0.2 0.05 1.750662269364182
0.8 0.0001 6.29342943439935
0.001 1.0 0.1897743278676519
0.002 0.01 0.23495437974338204
0.0004 0.005 0.3642678332489615
0.05 0.008 0.2792188376414699
0.4 4.0 4.1793681816569785
80.0 50.0 2268.943415039062
0.002 80.0 0.3522127927129808
0.005 0.2 0.10207513809358777
0.0004 0.08 0.3098861309261625
50.0 8.0 569.9977349344886
0.0001 10.0 0.414525167052318
4.0 0.008 41.510070110638914
0.0002 0.4 0.3209748789831024
0.08 5.0 0.7995045429373463
0.4 0.004 3.679602784428908
0.08 0.4 0.6352368416721936
0.004 20.0 0.21264929242181516
0.0002 0.02 0.3438539327070915
0.5 0.1 4.957539056248623
0.2 1.0 1.9294696226544081
40.0 0.2 422.9995844523111
0.004 0.5 0.09587439353831173
0.0004 0.1 0.3039974285897766
0.008 0.1 0.10072116154042914
0.02 80.0 0.809877309553814
50.0 0.0008 291.95609194398145
0.001 0.8 0.19192921206382596
0.2 0.001 1.5588919721337584
0.0001 4.0 0.3738755569630717
2.0 8.0 22.795837020195034
0.04 0.0001 0.2296495985684728
40.0 0.002 290.8042915484331
20.0 10.0 241.0937208325063
10.0 0.02 104.46563240051266
0.002 0.0008 0.26907485942483744
4.0 0.005 41.13741756296135
0.002 0.004 0.24548724548977927
50.0 0.0004 288.7723291581461
1.0 1.0 10.429929872839613
0.08 4.0 0.7743619993821166
5.0 2.0 53.0374488514264
0.0001 20.0 0.4556505534506788
0.1 0.04 0.7360533193292674
10.0 1.0 106.14714826456687
0.5 40.0 12.401685166418483
0.008 80.0 0.4330141778080517
0.0001 0.0008 0.362854694006506
5.0 80.0 185.64752338653793
50.0 0.002 338.57368510587
0.0005 0.05 0.3039941319064097
0.0008 0.4 0.2029849975405561
0.02 5.0 0.19532467565231615
5.0 0.01 52.000636262893636
40.0 0.0004 236.04302989944563
10.0 5.0 107.84172789510086
1.0 0.02 10.144230956546236
8.0 5.0 86.26090940348303
5.0 40.0 124.01214311929373
0.004 0.05 0.16830237576785245
1.0 0.004 9.98221445211756
0.0005 0.008 0.35313030514059074
50.0 0.2 527.8679010009597
0.02 0.5 0.12505266268586104
0.05 0.0005 0.27158664672385785
0.0004 5.0 0.26179666515039124
0.002 8.0 0.1733003278421252
0.001 0.08 0.214739431712895
0.8 0.05 8.092867349124013
0.2 0.0001 1.385331473466052
1.0 0.0002 8.654750163840381
40.0 0.0008 233.03926550038636
0.04 0.0002 0.22753818630811729
5.0 0.0001 28.458588202454052
0.008 0.01 0.1381123326531822
40.0 8.0 455.89181176835604
0.001 0.0001 0.4364154280761903
0.0005 0.0004 0.41029871100301046
0.005 0.02 0.16991993721588952
0.5 50.0 14.18165680982571
0.5 0.08 4.04129493939152
0.008 0.0008 0.20488734734204098
0.4 20.0 6.627984485569493
0.008 0.004 0.1536920759192468
0.4 0.0004 3.4499949660158045
0.02 4.0 0.18174946005087148
0.05 0.0004 0.2712858010546193
0.8 1.0 8.302719010244894
0.02 0.4 0.12325717399620217
0.0008 0.02 0.27446158381030944
10.0 0.0005 72.21867353443044
40.0 4.0 427.26657403564445
0.0001 0.004 0.36256193394297326
10.0 0.0001 57.524070101894445
0.002 0.1 0.205417717868114
0.08 80.0 2.9897652261550434
0.05 0.08 0.307032518338693
8.0 8.0 91.19499203893541
0.8 0.001 7.66375527656442
0.01 10.0 0.17163832856149275
0.08 1.0 0.6791643720549293
0.002 0.0004 0.28183706219408894
0.04 0.08 0.23295760107868846
0.04 0.0004 0.22495061864234212
0.002 0.008 0.237418017801617
1.0 20.0 16.58176350830146
0.0002 80.0 0.49914536283637995
0.0008 2.0 0.19656970903627494
0.5 20.0 8.286299913177906
0.5 0.0004 4.424430257835973
0.0002 0.002 0.3534589267771908
0.4 50.0 11.3459259093464
50.0 80.0 1856.7253892008457
0.4 0.08 3.884035638533149
0.001 0.4 0.19581083800856472
0.08 0.1 0.578129791928827
0.0004 0.0004 0.3993363237722219
0.004 0.02 0.20610563301279608
0.02 40.0 0.5574695632304224
4.0 0.0001 23.50868600322435
2.0 0.4 21.006285912667362
0.1 0.5 0.845182205725708
0.02 0.2 0.11998471623992446
8.0 0.002 76.66637294387647
0.05 0.0002 0.2710413343264772
10.0 10.0 120.53804302755974
20.0 0.02 206.99699930810152
0.04 0.0005 0.22417958161519969
0.0005 5.0 0.24528155162433088
4.0 40.0 99.21559680349934
0.005 0.05 0.13496482464505233
0.0002 0.0001 0.36132776714792786
0.2 0.02 1.7038675071917664
0.0004 0.008 0.3566026872009205
8.0 0.0004 57.66031861641164
0.1 0.0008 0.616713121439711
80.0 20.0 1326.707574218748
0.002 50.0 0.3127446910844592
0.0004 0.05 0.3213413433930514
4.0 0.01 41.6095036536775
0.02 2.0 0.15121881826765496
8.0 0.04 84.27639699935882
4.0 80.0 148.5182945489482
0.8 0.4 8.239228757137989
0.008 4.0 0.11056084597986077
0.4 40.0 9.922663346032879
80.0 0.08 829.5600631510247
0.0008 80.0 0.3999483115136557
0.0002 2.0 0.30188758192520454
4.0 2.0 42.40635667943943
0.01 8.0 0.15438740064484668
0.0001 50.0 0.5161138687451766
0.1 0.008 0.6787868775475631
5.0 0.005 51.30912872219083
0.1 8.0 1.1123941719481383
0.0008 0.002 0.3587368577814809
0.05 0.0001 0.27059861849766126
0.08 40.0 2.00180674793198
0.02 0.1 0.11983666123782676
0.0001 0.04 0.36188819545188666
0.008 0.0004 0.23448796107728112
0.02 1.0 0.1340258084561245
0.0005 0.1 0.2816869038148939
80.0 0.04 809.254073567708
20.0 5.0 215.6589850056962
0.001 0.001 0.3485148880331481
0.005 0.5 0.08816762615980488
0.01 0.8 0.08469197162821962
20.0 1.0 212.47062990314066
0.005 20.0 0.2115625785878783
0.4 0.1 3.8977441230850793
0.008 0.008 0.14148818872431357
20.0 0.0001 111.28530480777624
80.0 0.001 469.9680482417967
0.5 0.004 4.733133358921793
5.0 0.008 51.834700990041064
0.008 50.0 0.35385907870701555
0.0001 0.0005 0.3629362569954113
2.0 0.04 20.815344897349657
0.004 0.2 0.11684172271008701
0.08 2.0 0.7206444078533437
0.0005 0.08 0.28894070222683443
80.0 0.005 620.9783629455529
0.002 4.0 0.14060406062691969
0.5 4.0 5.248661204786557
20.0 0.0005 120.34307784577085
0.001 0.04 0.22903807171171742
40.0 80.0 1485.3083161271406
0.2 0.4 1.8681399224862438
8.0 0.4 84.80892722574849
0.0005 0.005 0.36327853840618224
0.04 0.008 0.2198074100586798
0.0001 40.0 0.5014124908230461
0.0001 0.2 0.3611611540639743
2.0 0.002 20.088331388264862
0.0004 8.0 0.28514524880198444
80.0 0.1 834.30453153483
0.08 0.2 0.6057205916023441
80.0 0.5 718.16359570312
0.001 10.0 0.23093078753088034
2.0 0.0004 18.130476926003777
0.0008 0.0001 0.44817816960845636
0.8 0.02 8.030555261422073
4.0 0.1 42.15157559919355
0.5 10.0 6.01720127951024
40.0 10.0 482.32022256088067
80.0 0.0002 419.35376209497
2.0 0.2 20.95550926049337
20.0 0.002 171.063788275383
0.05 0.02 0.2869319744258542
8.0 0.004 80.37243967119836
0.2 0.2 1.826440181830546
0.0005 0.01 0.3481561204467886
1.0 5.0 10.709712010002102
0.5 2.0 5.16228457540835
0.002 1.0 0.1370881905573218
0.5 0.002 4.6698499853587
0.001 0.01 0.2658851505546886
4.0 0.001 37.94185787232714
0.005 0.0002 0.34521407112355257
8.0 0.0002 47.68030689084531
0.008 0.08 0.10444338929242714
0.1 0.05 0.7448370342482563
0.04 0.05 0.22851605654860352
0.4 80.0 14.856602268842176
5.0 0.8 52.948694811662
0.001 80.0 0.3856431298614001
0.0008 0.0008 0.39055962046955434
0.05 20.0 0.8453319960527876
20.0 0.2 211.8003644510902
0.0008 20.0 0.29489922658024836
0.8 0.04 8.07912083463559
8.0 0.02 83.7090530904131
0.0004 1.0 0.24232496581394172
0.0002 10.0 0.3549371692745251
0.05 0.001 0.2722150130432722
0.0001 0.4 0.3608020119549477
0.0008 0.004 0.3332314852719644
0.04 0.0008 0.22263754162049243
0.0001 0.02 0.36213842141665503
0.4 0.0005 3.4834489391197576
0.04 50.0 1.1701450958808481
0.1 1.0 0.8830904108328044
0.1 0.001 0.6219503693766207
0.002 0.8 0.1444719481792401
0.08 10.0 0.9524950685473943
0.0002 4.0 0.31044443868686405
0.04 0.04 0.2267027561640799
1.0 8.0 11.384249243770038
0.01 80.0 0.48759130481778906
0.001 0.0008 0.35718094664962935
4.0 10.0 48.238808612504435
0.4 0.8 4.033614404770293
0.005 40.0 0.2842008981653518
0.008 0.0001 0.2961779536207231
0.004 0.0005 0.3195610957741713
80.0 2.0 850.6227177734369
0.0005 0.8 0.22591240528490164
0.001 0.004 0.2964242584681952
5.0 0.5 52.900692329406695
4.0 50.0 113.45399438809933
2.0 1.0 21.063045443491166
0.0002 0.0008 0.3563369351534465
0.0004 0.001 0.3876908812966507
0.2 0.04 1.7389234355367942
0.0002 20.0 0.39981585160601146
20.0 4.0 213.54702709960884
10.0 80.0 371.2957235285119
80.0 0.05 816.6911772867834
80.0 0.01 710.0846370442702
2.0 0.02 20.735640765905348
0.01 5.0 0.12690064092685993
5.0 0.0008 45.34825143916356
0.0008 10.0 0.24676280839049688
0.004 0.002 0.2870010880353841
0.01 0.5 0.08408840452937338
0.4 0.005 3.6951372440711445
20.0 8.0 228.02261073191934
8.0 0.2 84.66875643539409
0.004 5.0 0.12207814514337066
0.8 0.2 8.189173383366859
2.0 0.004 20.4077774301966
80.0 40.0 1984.3585843098954
0.008 1.0 0.08215245478248107
5.0 0.08 52.75724833106991
0.001 8.0 0.21733831920765023
0.1 0.0001 0.5614681476217331
0.002 0.08 0.2093762929779389
0.04 0.004 0.2193030555119647
2.0 0.0002 16.435039378379756
0.4 5.0 4.240000449057117
4.0 4.0 42.59833106444524
5.0 0.0005 42.18215032271291
0.002 0.0001 0.31255530856591124
0.0004 0.5 0.25829451732643904
0.005 2.0 0.0909779271198572
0.05 0.01 0.2808856018938137
80.0 0.4 846.0075420735674
20.0 0.0008 135.1514363239382
80.0 0.008 685.7187309570305
0.01 4.0 0.11728214219654602
8.0 1.0 84.8802936248779
0.0002 0.004 0.35097926672922974
0.05 0.002 0.2733462244736968
0.01 0.4 0.08463429324040093
5.0 0.05 52.65284375572198
0.4 0.01 3.7442576753644494
0.0004 0.0002 0.4073037468194047
50.0 10.0 603.0059067535398
0.008 0.8 0.08134698189023293
0.04 0.005 0.21943322029068865
0.0008 4.0 0.20442991001377045
0.02 10.0 0.2592269297988344
20.0 0.0004 116.11069162528035
0.005 0.005 0.22895267072196276
0.5 0.0002 4.220777826495483
0.001 0.1 0.2108277662031588
80.0 0.004 582.0215954589839
80.0 0.8 848.350928710934
0.004 0.005 0.25855467874529925
0.4 0.0002 3.3073659092190497
0.001 0.0004 0.38413726441560847
0.05 0.005 0.27634281470431377
0.001 0.008 0.2728572727397158
0.04 0.002 0.2201614228580483
2.0 20.0 33.180063583796624
0.0005 0.0002 0.421358385308834
0.5 0.01 4.8038873779627
4.0 0.05 42.0731715812682
10.0 0.2 105.95491580200189
0.008 0.001 0.1963592874240692
0.08 0.8 0.6672879706374193
0.8 0.008 7.95702694665897
50.0 5.0 539.2024711747393
0.08 8.0 0.8861595241837771
0.0008 50.0 0.36356040866006617
0.0001 80.0 0.546208529429432
0.04 0.01 0.22013277546758203
0.0008 0.04 0.2518764768569433
10.0 0.002 93.79826520792636
0.0005 0.5 0.2346377456770711
0.004 2.0 0.09532781774909305
0.01 40.0 0.3516354677375082
40.0 0.02 404.6564113566057
5.0 4.0 53.3215205715056
0.0001 0.002 0.362693955491831
50.0 1.0 531.3420192871089
4.0 0.0005 34.84111332984264
0.8 8.0 9.101437526896762
0.2 0.5 1.8823591971835112
0.05 0.004 0.27522578232529743
0.01 0.2 0.08913351533168079
