LR Clip Loss
40 0.2 154.9521484375
40 0.4 895.0756225585938
40 0.5 1096.06005859375
40 0.8 1016.6275634765625
40 1 345.89398193359375
40 2 666.8732299804688
40 4 1063.2044677734375
40 5 10983.6162109375
40 8 364680.125
40 10 45213.171875
40 20 1750649.125
40 40 1232537.875
40 50 1620350.875
40 80 3351869.25
50 0.0001 164.1944580078125
50 0.0002 87.6146240234375
50 0.0004 84.70860290527344
50 0.0005 84.71006774902344
50 0.0008 84.71600341796875
50 0.001 84.70964813232422
50 0.002 84.71684265136719
50 0.004 84.71704864501953
50 0.005 84.89134979248047
50 0.008 85.0274429321289
50 0.01 85.30003356933594
50 0.02 87.90386962890625
50 0.04 92.91825866699219
50 0.05 88.0854721069336
50 0.08 121.90460205078125
50 0.1 120.02058410644531
50 0.2 479.58929443359375
50 0.4 1136.012939453125
50 0.5 1303.240478515625
50 0.8 1671.112548828125
50 1 2446.53369140625
50 2 4306.162109375
50 4 127530.421875
50 5 163604.875
50 8 24548.33984375
50 10 330350.84375
50 20 4717196.5
50 40 1796520.0
50 50 8961633.0
50 80 1386169.75
80 0.0001 97.92089080810547
80 0.0002 84.70909881591797
80 0.0004 84.71118927001953
80 0.0005 84.71061706542969
80 0.0008 84.71310424804688
80 0.001 84.71652221679688
80 0.002 84.71968078613281
80 0.004 84.89080810546875
80 0.005 85.23405456542969
80 0.008 86.16819763183594
80 0.01 84.82865142822266
80 0.02 89.51471710205078
80 0.04 105.8590316772461
80 0.05 114.07804107666016
80 0.08 120.07086944580078
80 0.1 199.99375915527344
80 0.2 315.58087158203125
80 0.4 2392.723876953125
80 0.5 2430.527587890625
80 0.8 1731.680419921875
80 1 17173.265625
80 2 49208.6015625
80 4 361845.4375
80 5 19408.3828125
80 8 582566.4375
80 10 169043.453125
80 20 5266121.5
80 40 33519162.0
80 50 53932828.0
80 80 29968772.0
